Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Ezekiel Elliott (13041144),Ezekiel Elliott,13041144,RB/FLEX,9200,NYG@DAL 09/08/2019 04:25PM ET,DAL,23.27
RB,Saquon Barkley (13041692),Saquon Barkley,13041692,RB/FLEX,9000,NYG@DAL 09/08/2019 04:25PM ET,NYG,25.42
RB,Christian McCaffrey (13041406),Christian McCaffrey,13041406,RB/FLEX,8800,LAR@CAR 09/08/2019 01:00PM ET,CAR,25.28
WR,Odell Beckham Jr. (13040853),Odell Beckham Jr.,13040853,WR/FLEX,8100,TEN@CLE 09/08/2019 01:00PM ET,CLE,20.53
WR,Julio Jones (13040679),Julio Jones,13040679,WR/FLEX,8000,ATL@MIN 09/08/2019 01:00PM ET,ATL,22.37
RB,Todd Gurley II (13041058),Todd Gurley II,13041058,RB/FLEX,7900,LAR@CAR 09/08/2019 01:00PM ET,LAR,25.09
WR,Mike Evans (13040877),Mike Evans,13040877,WR/FLEX,7900,SF@TB 09/08/2019 04:25PM ET,TB,19.71
RB,David Johnson (13040796),David Johnson,13040796,RB/FLEX,7700,DET@ARI 09/08/2019 04:25PM ET,ARI,15.72
WR,Tyreek Hill (13041379),Tyreek Hill,13041379,WR/FLEX,7600,KC@JAX 09/08/2019 01:00PM ET,KC,21.22
RB,Melvin Gordon III (13040935),Melvin Gordon III,13040935,RB/FLEX,7500,IND@LAC 09/08/2019 04:05PM ET,LAC,22.03
WR,Keenan Allen (13040827),Keenan Allen,13040827,WR/FLEX,7300,IND@LAC 09/08/2019 04:05PM ET,LAC,16.41
QB,Patrick Mahomes (13041545),Patrick Mahomes,13041545,QB,7200,KC@JAX 09/08/2019 01:00PM ET,KC,27.99
WR,A.J. Green (13040685),A.J. Green,13040685,WR/FLEX,7200,CIN@SEA 09/08/2019 04:05PM ET,CIN,17.38
TE,Travis Kelce (13040674),Travis Kelce,13040674,TE/FLEX,7100,KC@JAX 09/08/2019 01:00PM ET,KC,19.04
RB,Le'Veon Bell (13040785),Le'Veon Bell,13040785,RB/FLEX,7100,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,0
WR,Amari Cooper (13040983),Amari Cooper,13040983,WR/FLEX,7000,NYG@DAL 09/08/2019 04:25PM ET,DAL,15.92
WR,Adam Thielen (13041159),Adam Thielen,13041159,WR/FLEX,6800,ATL@MIN 09/08/2019 01:00PM ET,MIN,20.96
WR,Stefon Diggs (13041049),Stefon Diggs,13041049,WR/FLEX,6700,ATL@MIN 09/08/2019 01:00PM ET,MIN,18.55
QB,Andrew Luck (13040695),Andrew Luck,13040695,QB,6700,IND@LAC 09/08/2019 04:05PM ET,IND,22.03
RB,Joe Mixon (13041335),Joe Mixon,13041335,RB/FLEX,6700,CIN@SEA 09/08/2019 04:05PM ET,CIN,18.24
WR,T.Y. Hilton (13040718),T.Y. Hilton,13040718,WR/FLEX,6600,IND@LAC 09/08/2019 04:05PM ET,IND,17.72
QB,Jameis Winston (13041027),Jameis Winston,13041027,QB,6600,SF@TB 09/08/2019 04:25PM ET,TB,20.71
TE,George Kittle (13041161),George Kittle,13041161,TE/FLEX,6600,SF@TB 09/08/2019 04:25PM ET,SF,16.92
QB,Cam Newton (13040638),Cam Newton,13040638,QB,6500,LAR@CAR 09/08/2019 01:00PM ET,CAR,21.76
WR,Brandin Cooks (13040951),Brandin Cooks,13040951,WR/FLEX,6500,LAR@CAR 09/08/2019 01:00PM ET,LAR,16.47
WR,Robert Woods (13040821),Robert Woods,13040821,WR/FLEX,6400,LAR@CAR 09/08/2019 01:00PM ET,LAR,16.31
QB,Baker Mayfield (13041254),Baker Mayfield,13041254,QB,6400,TEN@CLE 09/08/2019 01:00PM ET,CLE,19.01
RB,Nick Chubb (13041370),Nick Chubb,13041370,RB/FLEX,6400,TEN@CLE 09/08/2019 01:00PM ET,CLE,12.91
RB,Damien Williams (13041021),Damien Williams,13041021,RB/FLEX,6300,KC@JAX 09/08/2019 01:00PM ET,KC,9.14
QB,Russell Wilson (13040661),Russell Wilson,13040661,QB,6300,CIN@SEA 09/08/2019 04:05PM ET,SEA,19.54
WR,Kenny Golladay (13041093),Kenny Golladay,13041093,WR/FLEX,6300,DET@ARI 09/08/2019 04:25PM ET,DET,14.41
QB,Jared Goff (13041127),Jared Goff,13041127,QB,6200,LAR@CAR 09/08/2019 01:00PM ET,LAR,20.21
WR,Chris Godwin (13041463),Chris Godwin,13041463,WR/FLEX,6200,SF@TB 09/08/2019 04:25PM ET,TB,12.2
RB,Leonard Fournette (13041354),Leonard Fournette,13041354,RB/FLEX,6100,KC@JAX 09/08/2019 01:00PM ET,JAX,15.05
QB,Matt Ryan (13040600),Matt Ryan,13040600,QB,6100,ATL@MIN 09/08/2019 01:00PM ET,ATL,24.44
TE,Zach Ertz (13040739),Zach Ertz,13040739,TE/FLEX,6100,WAS@PHI 09/08/2019 01:00PM ET,PHI,17.53
QB,Lamar Jackson (13041638),Lamar Jackson,13041638,QB,6000,BAL@MIA 09/08/2019 01:00PM ET,BAL,10.98
RB,Dalvin Cook (13041387),Dalvin Cook,13041387,RB/FLEX,6000,ATL@MIN 09/08/2019 01:00PM ET,MIN,14.27
WR,Tyler Lockett (13040917),Tyler Lockett,13040917,WR/FLEX,6000,CIN@SEA 09/08/2019 04:05PM ET,SEA,14.38
RB,Derrick Henry (13041152),Derrick Henry,13041152,RB/FLEX,5900,TEN@CLE 09/08/2019 01:00PM ET,TEN,13.02
WR,Alshon Jeffery (13040745),Alshon Jeffery,13040745,WR/FLEX,5900,WAS@PHI 09/08/2019 01:00PM ET,PHI,14.45
QB,Philip Rivers (13040611),Philip Rivers,13040611,QB,5900,IND@LAC 09/08/2019 04:05PM ET,LAC,19.56
QB,Dak Prescott (13040864),Dak Prescott,13040864,QB,5900,NYG@DAL 09/08/2019 04:25PM ET,DAL,19.43
WR,Tyler Boyd (13041198),Tyler Boyd,13041198,WR/FLEX,5800,CIN@SEA 09/08/2019 04:05PM ET,CIN,16.44
RB,Kerryon Johnson (13041675),Kerryon Johnson,13041675,RB/FLEX,5800,DET@ARI 09/08/2019 04:25PM ET,DET,14.64
QB,Jimmy Garoppolo (13040818),Jimmy Garoppolo,13040818,QB,5800,SF@TB 09/08/2019 04:25PM ET,SF,17.01
WR,Cooper Kupp (13041099),Cooper Kupp,13041099,WR/FLEX,5700,LAR@CAR 09/08/2019 01:00PM ET,LAR,17.26
QB,Carson Wentz (13040977),Carson Wentz,13040977,QB,5700,WAS@PHI 09/08/2019 01:00PM ET,PHI,20.15
RB,Chris Carson (13041688),Chris Carson,13041688,RB/FLEX,5700,CIN@SEA 09/08/2019 04:05PM ET,SEA,15.15
WR,Jarvis Landry (13040855),Jarvis Landry,13040855,WR/FLEX,5600,TEN@CLE 09/08/2019 01:00PM ET,CLE,14.38
QB,Josh Allen (13041613),Josh Allen,13041613,QB,5600,BUF@NYJ 09/08/2019 01:00PM ET,BUF,19.00
RB,Marlon Mack (13041562),Marlon Mack,13041562,RB/FLEX,5600,IND@LAC 09/08/2019 04:05PM ET,IND,15.94
QB,Kyler Murray (13041661),Kyler Murray,13041661,QB,5600,DET@ARI 09/08/2019 04:25PM ET,ARI,0
WR,D.J. Moore (13041643),D.J. Moore,13041643,WR/FLEX,5500,LAR@CAR 09/08/2019 01:00PM ET,CAR,10.19
QB,Kirk Cousins (13040669),Kirk Cousins,13040669,QB,5500,ATL@MIN 09/08/2019 01:00PM ET,MIN,19.70
RB,Austin Ekeler (13041314),Austin Ekeler,13041314,RB/FLEX,5500,IND@LAC 09/08/2019 04:05PM ET,LAC,11.44
QB,Matthew Stafford (13040626),Matthew Stafford,13040626,QB,5400,DET@ARI 09/08/2019 04:25PM ET,DET,14.76
WR,Dante Pettis (13041525),Dante Pettis,13041525,WR/FLEX,5400,SF@TB 09/08/2019 04:25PM ET,SF,8.88
QB,Nick Foles (13040668),Nick Foles,13040668,QB,5300,KC@JAX 09/08/2019 01:00PM ET,JAX,17.26
RB,Devonta Freeman (13040871),Devonta Freeman,13040871,RB/FLEX,5300,ATL@MIN 09/08/2019 01:00PM ET,ATL,7.05
WR,Mike Williams (13041167),Mike Williams,13041167,WR/FLEX,5300,IND@LAC 09/08/2019 04:05PM ET,LAC,11.12
QB,Marcus Mariota (13040950),Marcus Mariota,13040950,QB,5200,TEN@CLE 09/08/2019 01:00PM ET,TEN,13.71
WR,Robby Anderson (13040959),Robby Anderson,13040959,WR/FLEX,5200,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,11.74
RB,Mark Ingram II (13040677),Mark Ingram II,13040677,RB/FLEX,5100,BAL@MIA 09/08/2019 01:00PM ET,BAL,11.67
WR,Calvin Ridley (13041706),Calvin Ridley,13041706,WR/FLEX,5100,ATL@MIN 09/08/2019 01:00PM ET,ATL,13.18
QB,Sam Darnold (13041666),Sam Darnold,13041666,QB,5100,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,14.72
WR,Sammy Watkins (13040896),Sammy Watkins,13040896,WR/FLEX,5000,KC@JAX 09/08/2019 01:00PM ET,KC,12.54
QB,Andy Dalton (13040625),Andy Dalton,13040625,QB,5000,CIN@SEA 09/08/2019 04:05PM ET,CIN,17.41
QB,Eli Manning (13040608),Eli Manning,13040608,QB,5000,NYG@DAL 09/08/2019 04:25PM ET,NYG,16.87
WR,Sterling Shepard (13041019),Sterling Shepard,13041019,WR/FLEX,5000,NYG@DAL 09/08/2019 04:25PM ET,NYG,11.78
RB,Tevin Coleman (13041074),Tevin Coleman,13041074,RB/FLEX,5000,SF@TB 09/08/2019 04:25PM ET,SF,12.48
TE,O.J. Howard (13041154),O.J. Howard,13041154,TE/FLEX,5000,SF@TB 09/08/2019 04:25PM ET,TB,12.05
WR,Corey Davis (13041150),Corey Davis,13041150,WR/FLEX,4900,TEN@CLE 09/08/2019 01:00PM ET,TEN,11.85
QB,Ryan Fitzpatrick (13040592),Ryan Fitzpatrick,13040592,QB,4900,BAL@MIA 09/08/2019 01:00PM ET,MIA,23.86
QB,Case Keenum (13040637),Case Keenum,13040637,QB,4900,WAS@PHI 09/08/2019 01:00PM ET,WAS,15.06
RB,Rashaad Penny (13041554),Rashaad Penny,13041554,RB/FLEX,4900,CIN@SEA 09/08/2019 04:05PM ET,SEA,5.09
WR,Larry Fitzgerald (13040609),Larry Fitzgerald,13040609,WR/FLEX,4900,DET@ARI 09/08/2019 04:25PM ET,ARI,11.79
RB,Darrell Henderson Jr. (13041777),Darrell Henderson Jr.,13041777,RB/FLEX,4800,LAR@CAR 09/08/2019 01:00PM ET,LAR,0
WR,Dede Westbrook (13041585),Dede Westbrook,13041585,WR/FLEX,4800,KC@JAX 09/08/2019 01:00PM ET,JAX,11.53
QB,Dwayne Haskins Jr. (13041824),Dwayne Haskins Jr.,13041824,QB,4800,WAS@PHI 09/08/2019 01:00PM ET,WAS,0
WR,Marvin Jones Jr. (13040696),Marvin Jones Jr.,13040696,WR/FLEX,4800,DET@ARI 09/08/2019 04:25PM ET,DET,13.2
WR,Golden Tate (13040655),Golden Tate,13040655,WR/FLEX,4800,NYG@DAL 09/08/2019 04:25PM ET,NYG,12.25
TE,Evan Engram (13041263),Evan Engram,13041263,TE/FLEX,4800,NYG@DAL 09/08/2019 04:25PM ET,NYG,11.48
RB,Dion Lewis (13040733),Dion Lewis,13040733,RB/FLEX,4700,TEN@CLE 09/08/2019 01:00PM ET,TEN,10.11
RB,Kenyan Drake (13041056),Kenyan Drake,13041056,RB/FLEX,4700,BAL@MIA 09/08/2019 01:00PM ET,MIA,12.95
QB,Josh Rosen (13041618),Josh Rosen,13041618,QB,4700,BAL@MIA 09/08/2019 01:00PM ET,MIA,9.42
WR,Christian Kirk (13041576),Christian Kirk,13041576,WR/FLEX,4700,DET@ARI 09/08/2019 04:25PM ET,ARI,10.29
QB,Chad Henne (13040615),Chad Henne,13040615,QB,4600,KC@JAX 09/08/2019 01:00PM ET,KC,1.46
WR,Mohamed Sanu (13040730),Mohamed Sanu,13040730,WR/FLEX,4600,ATL@MIN 09/08/2019 01:00PM ET,ATL,11.65
RB,LeSean McCoy (13040648),LeSean McCoy,13040648,RB/FLEX,4600,BUF@NYJ 09/08/2019 01:00PM ET,BUF,9.3
QB,Taylor Heinicke (13040887),Taylor Heinicke,13040887,QB,4500,LAR@CAR 09/08/2019 01:00PM ET,CAR,2.82
RB,Kalen Ballage (13041327),Kalen Ballage,13041327,RB/FLEX,4500,BAL@MIA 09/08/2019 01:00PM ET,MIA,3.48
QB,Matt Schaub (13040612),Matt Schaub,13040612,QB,4500,ATL@MIN 09/08/2019 01:00PM ET,ATL,0.37
WR,DeSean Jackson (13040622),DeSean Jackson,13040622,WR/FLEX,4500,WAS@PHI 09/08/2019 01:00PM ET,PHI,13.36
RB,Tony Pollard (13041673),Tony Pollard,13041673,RB/FLEX,4500,NYG@DAL 09/08/2019 04:25PM ET,DAL,0
QB,Ryan Tannehill (13040639),Ryan Tannehill,13040639,QB,4400,TEN@CLE 09/08/2019 01:00PM ET,TEN,14.18
WR,Marqise Lee (13040885),Marqise Lee,13040885,WR/FLEX,4400,KC@JAX 09/08/2019 01:00PM ET,JAX,0
RB,Derrius Guice (13041574),Derrius Guice,13041574,RB/FLEX,4400,WAS@PHI 09/08/2019 01:00PM ET,WAS,0
QB,Jacoby Brissett (13040945),Jacoby Brissett,13040945,QB,4400,IND@LAC 09/08/2019 04:05PM ET,IND,-0.16
QB,Cooper Rush (13041053),Cooper Rush,13041053,QB,4400,NYG@DAL 09/08/2019 04:25PM ET,DAL,0
QB,Nick Mullens (13041257),Nick Mullens,13041257,QB,4400,SF@TB 09/08/2019 04:25PM ET,SF,17.44
QB,Blake Bortles (13040842),Blake Bortles,13040842,QB,4300,LAR@CAR 09/08/2019 01:00PM ET,LAR,15.40
WR,John Brown (13040724),John Brown,13040724,WR/FLEX,4300,BUF@NYJ 09/08/2019 01:00PM ET,BUF,9.02
QB,Tyrod Taylor (13040654),Tyrod Taylor,13040654,QB,4300,IND@LAC 09/08/2019 04:05PM ET,LAC,10.86
QB,Daniel Jones (13041663),Daniel Jones,13041663,QB,4300,NYG@DAL 09/08/2019 04:25PM ET,NYG,0
WR,Michael Gallup (13041769),Michael Gallup,13041769,WR/FLEX,4300,NYG@DAL 09/08/2019 04:25PM ET,DAL,7.13
RB,Jerick McKinnon (13040845),Jerick McKinnon,13040845,RB/FLEX,4300,SF@TB 09/08/2019 04:25PM ET,SF,0
WR,Curtis Samuel (13041344),Curtis Samuel,13041344,WR/FLEX,4200,LAR@CAR 09/08/2019 01:00PM ET,CAR,10.6
QB,Matt Barkley (13040732),Matt Barkley,13040732,QB,4200,BUF@NYJ 09/08/2019 01:00PM ET,BUF,17.08
RB,Jordan Howard (13041284),Jordan Howard,13041284,RB/FLEX,4200,WAS@PHI 09/08/2019 01:00PM ET,PHI,11.21
WR,Randall Cobb (13040715),Randall Cobb,13040715,WR/FLEX,4200,NYG@DAL 09/08/2019 04:25PM ET,DAL,10.03
QB,Drew Stanton (13040599),Drew Stanton,13040599,QB,4100,TEN@CLE 09/08/2019 01:00PM ET,CLE,0
RB,Carlos Hyde (13040787),Carlos Hyde,13040787,RB/FLEX,4100,KC@JAX 09/08/2019 01:00PM ET,KC,7.1
WR,Mecole Hardman (13041791),Mecole Hardman,13041791,WR/FLEX,4100,KC@JAX 09/08/2019 01:00PM ET,KC,0
WR,Jamison Crowder (13040888),Jamison Crowder,13040888,WR/FLEX,4100,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,9.2
WR,Robert Foster (13041286),Robert Foster,13041286,WR/FLEX,4100,BUF@NYJ 09/08/2019 01:00PM ET,BUF,8.32
TE,Eric Ebron (13040925),Eric Ebron,13040925,TE/FLEX,4100,IND@LAC 09/08/2019 04:05PM ET,IND,13.77
RB,Giovani Bernard (13040789),Giovani Bernard,13040789,RB/FLEX,4100,CIN@SEA 09/08/2019 04:05PM ET,CIN,7.99
QB,Jeff Driskel (13040870),Jeff Driskel,13040870,QB,4100,CIN@SEA 09/08/2019 04:05PM ET,CIN,9.79
QB,Brandon Allen (13040908),Brandon Allen,13040908,QB,4000,LAR@CAR 09/08/2019 01:00PM ET,LAR,0
QB,Will Grier (13041320),Will Grier,13041320,QB,4000,LAR@CAR 09/08/2019 01:00PM ET,CAR,0
QB,Kyle Allen (13041364),Kyle Allen,13041364,QB,4000,LAR@CAR 09/08/2019 01:00PM ET,CAR,13.27
QB,John Wolford (13041508),John Wolford,13041508,QB,4000,LAR@CAR 09/08/2019 01:00PM ET,LAR,0
QB,Garrett Gilbert (13040749),Garrett Gilbert,13040749,QB,4000,TEN@CLE 09/08/2019 01:00PM ET,CLE,1.6
WR,Adam Humphries (13040892),Adam Humphries,13040892,WR/FLEX,4000,TEN@CLE 09/08/2019 01:00PM ET,TEN,11.79
QB,Logan Woodside (13041149),Logan Woodside,13041149,QB,4000,TEN@CLE 09/08/2019 01:00PM ET,TEN,0
QB,David Blough (13041341),David Blough,13041341,QB,4000,TEN@CLE 09/08/2019 01:00PM ET,CLE,0
QB,Tanner Lee (13041148),Tanner Lee,13041148,QB,4000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
QB,Alex McGough (13041397),Alex McGough,13041397,QB,4000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
QB,John Lovett (13041436),John Lovett,13041436,QB,4000,KC@JAX 09/08/2019 01:00PM ET,KC,0
QB,Gardner Minshew (13041603),Gardner Minshew,13041603,QB,4000,KC@JAX 09/08/2019 01:00PM ET,JAX,0
QB,Chase Litton (13041612),Chase Litton,13041612,QB,4000,KC@JAX 09/08/2019 01:00PM ET,KC,0
QB,Kyle Shurmur (13041662),Kyle Shurmur,13041662,QB,4000,KC@JAX 09/08/2019 01:00PM ET,KC,0
QB,Robert Griffin III (13040676),Robert Griffin III,13040676,QB,4000,BAL@MIA 09/08/2019 01:00PM ET,BAL,0.28
WR,Kenny Stills (13040783),Kenny Stills,13040783,WR/FLEX,4000,BAL@MIA 09/08/2019 01:00PM ET,MIA,9.36
WR,Willie Snead IV (13040860),Willie Snead IV,13040860,WR/FLEX,4000,BAL@MIA 09/08/2019 01:00PM ET,BAL,8.38
QB,Jake Rudock (13040973),Jake Rudock,13040973,QB,4000,BAL@MIA 09/08/2019 01:00PM ET,MIA,0
QB,Trace McSorley (13041501),Trace McSorley,13041501,QB,4000,BAL@MIA 09/08/2019 01:00PM ET,BAL,0
QB,Sean Mannion (13040831),Sean Mannion,13040831,QB,4000,ATL@MIN 09/08/2019 01:00PM ET,MIN,0.01
QB,Kyle Sloter (13041042),Kyle Sloter,13041042,QB,4000,ATL@MIN 09/08/2019 01:00PM ET,MIN,0
QB,Kurt Benkert (13041147),Kurt Benkert,13041147,QB,4000,ATL@MIN 09/08/2019 01:00PM ET,ATL,0
RB,Ito Smith (13041459),Ito Smith,13041459,RB/FLEX,4000,ATL@MIN 09/08/2019 01:00PM ET,ATL,6.98
QB,Jake Browning (13041580),Jake Browning,13041580,QB,4000,ATL@MIN 09/08/2019 01:00PM ET,MIN,0
QB,Trevor Siemian (13040791),Trevor Siemian,13040791,QB,4000,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,0
QB,Davis Webb (13041158),Davis Webb,13041158,QB,4000,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,0
QB,Luke Falk (13041269),Luke Falk,13041269,QB,4000,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,0
QB,Tyree Jackson (13041679),Tyree Jackson,13041679,QB,4000,BUF@NYJ 09/08/2019 01:00PM ET,BUF,0
QB,Alex Smith (13040603),Alex Smith,13040603,QB,4000,WAS@PHI 09/08/2019 01:00PM ET,WAS,14.7
QB,Colt McCoy (13040624),Colt McCoy,13040624,QB,4000,WAS@PHI 09/08/2019 01:00PM ET,WAS,10.06
QB,Cody Kessler (13040865),Cody Kessler,13040865,QB,4000,WAS@PHI 09/08/2019 01:00PM ET,PHI,8.73
QB,Josh Woodrum (13040974),Josh Woodrum,13040974,QB,4000,WAS@PHI 09/08/2019 01:00PM ET,WAS,0
QB,Nate Sudfeld (13041076),Nate Sudfeld,13041076,QB,4000,WAS@PHI 09/08/2019 01:00PM ET,PHI,2.34
QB,Clayton Thorson (13041420),Clayton Thorson,13041420,QB,4000,WAS@PHI 09/08/2019 01:00PM ET,PHI,0
QB,Chad Kelly (13041001),Chad Kelly,13041001,QB,4000,IND@LAC 09/08/2019 04:05PM ET,IND,-0.1
QB,Cardale Jones (13041002),Cardale Jones,13041002,QB,4000,IND@LAC 09/08/2019 04:05PM ET,LAC,0
WR,Devin Funchess (13041081),Devin Funchess,13041081,WR/FLEX,4000,IND@LAC 09/08/2019 04:05PM ET,IND,8.78
QB,Phillip Walker (13041262),Phillip Walker,13041262,QB,4000,IND@LAC 09/08/2019 04:05PM ET,IND,0
RB,Justin Jackson (13041418),Justin Jackson,13041418,RB/FLEX,4000,IND@LAC 09/08/2019 04:05PM ET,LAC,4.48
QB,Easton Stick (13041429),Easton Stick,13041429,QB,4000,IND@LAC 09/08/2019 04:05PM ET,LAC,0
QB,Geno Smith (13040770),Geno Smith,13040770,QB,4000,CIN@SEA 09/08/2019 04:05PM ET,SEA,-0.10
QB,Paxton Lynch (13041041),Paxton Lynch,13041041,QB,4000,CIN@SEA 09/08/2019 04:05PM ET,SEA,0
QB,Ryan Finley (13041146),Ryan Finley,13041146,QB,4000,CIN@SEA 09/08/2019 04:05PM ET,CIN,0
QB,Jake Dolegala (13041744),Jake Dolegala,13041744,QB,4000,CIN@SEA 09/08/2019 04:05PM ET,CIN,0
WR,DK Metcalf (13041822),DK Metcalf,13041822,WR/FLEX,4000,CIN@SEA 09/08/2019 04:05PM ET,SEA,0
QB,Tom Savage (13040762),Tom Savage,13040762,QB,4000,DET@ARI 09/08/2019 04:25PM ET,DET,0
QB,David Fales (13040765),David Fales,13040765,QB,4000,DET@ARI 09/08/2019 04:25PM ET,DET,0
QB,Brett Hundley (13040857),Brett Hundley,13040857,QB,4000,DET@ARI 09/08/2019 04:25PM ET,ARI,0
QB,Charles Kanoff (13041309),Charles Kanoff,13041309,QB,4000,DET@ARI 09/08/2019 04:25PM ET,ARI,0
QB,Drew Anderson (13041819),Drew Anderson,13041819,QB,4000,DET@ARI 09/08/2019 04:25PM ET,ARI,0
QB,Alex Tanney (13040980),Alex Tanney,13040980,QB,4000,NYG@DAL 09/08/2019 04:25PM ET,NYG,0
QB,Mike White (13041195),Mike White,13041195,QB,4000,NYG@DAL 09/08/2019 04:25PM ET,DAL,0
QB,Kyle Lauletta (13041288),Kyle Lauletta,13041288,QB,4000,NYG@DAL 09/08/2019 04:25PM ET,NYG,-0.6
QB,Taryn Christion (13041623),Taryn Christion,13041623,QB,4000,NYG@DAL 09/08/2019 04:25PM ET,DAL,0
QB,Blaine Gabbert (13040698),Blaine Gabbert,13040698,QB,4000,SF@TB 09/08/2019 04:25PM ET,TB,4.63
QB,Ryan Griffin (13040717),Ryan Griffin,13040717,QB,4000,SF@TB 09/08/2019 04:25PM ET,TB,0
WR,Marquise Goodwin (13040750),Marquise Goodwin,13040750,WR/FLEX,4000,SF@TB 09/08/2019 04:25PM ET,SF,8.22
QB,C.J. Beathard (13041030),C.J. Beathard,13041030,QB,4000,SF@TB 09/08/2019 04:25PM ET,SF,14.66
RB,Peyton Barber (13041214),Peyton Barber,13041214,RB/FLEX,4000,SF@TB 09/08/2019 04:25PM ET,TB,9.64
RB,Matt Breida (13041276),Matt Breida,13041276,RB/FLEX,4000,SF@TB 09/08/2019 04:25PM ET,SF,12.32
QB,Wilton Speight (13041367),Wilton Speight,13041367,QB,4000,SF@TB 09/08/2019 04:25PM ET,SF,0
QB,Nick Fitzgerald (13041374),Nick Fitzgerald,13041374,QB,4000,SF@TB 09/08/2019 04:25PM ET,TB,0
WR,Deebo Samuel (13041475),Deebo Samuel,13041475,WR/FLEX,4000,SF@TB 09/08/2019 04:25PM ET,SF,0
WR,Albert Wilson (13040823),Albert Wilson,13040823,WR/FLEX,3900,BAL@MIA 09/08/2019 01:00PM ET,MIA,14.25
WR,DeVante Parker (13040898),DeVante Parker,13040898,WR/FLEX,3900,BAL@MIA 09/08/2019 01:00PM ET,MIA,5.81
WR,Paul Richardson Jr. (13040838),Paul Richardson Jr.,13040838,WR/FLEX,3900,WAS@PHI 09/08/2019 01:00PM ET,WAS,8.44
WR,Josh Doctson (13040868),Josh Doctson,13040868,WR/FLEX,3900,WAS@PHI 09/08/2019 01:00PM ET,WAS,7.28
WR,Nelson Agholor (13041017),Nelson Agholor,13041017,WR/FLEX,3900,WAS@PHI 09/08/2019 01:00PM ET,PHI,9.86
RB,Miles Sanders (13041805),Miles Sanders,13041805,RB/FLEX,3900,WAS@PHI 09/08/2019 01:00PM ET,PHI,0
TE,Hunter Henry (13041212),Hunter Henry,13041212,TE/FLEX,3900,IND@LAC 09/08/2019 04:05PM ET,LAC,0
RB,Nyheim Hines (13041671),Nyheim Hines,13041671,RB/FLEX,3900,IND@LAC 09/08/2019 04:05PM ET,IND,9.07
WR,John Ross III (13041250),John Ross III,13041250,WR/FLEX,3900,CIN@SEA 09/08/2019 04:05PM ET,CIN,6.53
RB,C.J. Anderson (13040946),C.J. Anderson,13040946,RB/FLEX,3900,DET@ARI 09/08/2019 04:25PM ET,DET,8
RB,Ronald Jones II (13041667),Ronald Jones II,13041667,RB/FLEX,3900,SF@TB 09/08/2019 04:25PM ET,TB,2.3
RB,Malcolm Brown (13040909),Malcolm Brown,13040909,RB/FLEX,3800,LAR@CAR 09/08/2019 01:00PM ET,LAR,3.28
DST,Ravens  (13040589),Ravens ,13040589,DST,3800,BAL@MIA 09/08/2019 01:00PM ET,BAL,8.06
WR,Marquise Brown (13041827),Marquise Brown,13041827,WR/FLEX,3800,BAL@MIA 09/08/2019 01:00PM ET,BAL,0
RB,Alexander Mattison (13041813),Alexander Mattison,13041813,RB/FLEX,3800,ATL@MIN 09/08/2019 01:00PM ET,MIN,0
RB,Frank Gore (13040590),Frank Gore,13040590,RB/FLEX,3800,BUF@NYJ 09/08/2019 01:00PM ET,BUF,7.54
WR,Quincy Enunwa (13040777),Quincy Enunwa,13040777,WR/FLEX,3800,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,7.99
WR,Parris Campbell (13041495),Parris Campbell,13041495,WR/FLEX,3800,IND@LAC 09/08/2019 04:05PM ET,IND,0
TE,David Njoku (13041434),David Njoku,13041434,TE/FLEX,3700,TEN@CLE 09/08/2019 01:00PM ET,CLE,8.99
WR,Allen Hurns (13040779),Allen Hurns,13040779,WR/FLEX,3700,BAL@MIA 09/08/2019 01:00PM ET,MIA,3.76
WR,Zay Jones (13041234),Zay Jones,13041234,WR/FLEX,3700,BUF@NYJ 09/08/2019 01:00PM ET,BUF,10.32
RB,Adrian Peterson (13040616),Adrian Peterson,13040616,RB/FLEX,3700,WAS@PHI 09/08/2019 01:00PM ET,WAS,12.5
RB,Raheem Mostert (13040933),Raheem Mostert,13040933,RB/FLEX,3700,SF@TB 09/08/2019 04:25PM ET,SF,4.4
RB,Justice Hill (13041797),Justice Hill,13041797,RB/FLEX,3600,BAL@MIA 09/08/2019 01:00PM ET,BAL,0
WR,Cole Beasley (13040693),Cole Beasley,13040693,WR/FLEX,3600,BUF@NYJ 09/08/2019 01:00PM ET,BUF,8.97
RB,Devin Singletary (13041783),Devin Singletary,13041783,RB/FLEX,3600,BUF@NYJ 09/08/2019 01:00PM ET,BUF,0
DST,Eagles  (13040580),Eagles ,13040580,DST,3600,WAS@PHI 09/08/2019 01:00PM ET,PHI,5.94
TE,Jordan Reed (13040754),Jordan Reed,13040754,TE/FLEX,3600,WAS@PHI 09/08/2019 01:00PM ET,WAS,9.29
